movie_slug,review,stars,sentiment
pulp-fiction,"I remember watching Pulp Fiction for the first time ages ago, and I had never seen anything like it so it was life changing to me. Still, it feels like cinema at its most alive — every frame bursting with invention, swagger, and a strange kind of soul. It is anarchic, hilarious, violent, and deeply, weirdly human. I love the way that Tarantino doesn’t just tell stories, he splinters them apart, folds time back on itself, and lets us pick… more",4.5,neutral
pulp-fiction,vincent spent 90% of the movie on the toilet and 10% of disasters happening in between.,5.0,neutral
pulp-fiction,Vincent Vega died because he had to poop. Let that sink in(I still dont get the plot),5.0,neutral
pulp-fiction,Maybe they could have had Samuel L Jackson say “that’s a whole lotta pulp fiction” or something. A little disappointing from the writers. At least they wrote some good lines for Quentin.,4.0,neutral
pulp-fiction,the fucking 10 minute discussion about feet😭,4.0,negative
pulp-fiction,I don’t be ticklin or nuffin,5.0,neutral
pulp-fiction,Un clásico de Tarantino,5.0,neutral
pulp-fiction,can we make spoons?,4.5,neutral
pulp-fiction,I get it now.,4.5,neutral
pulp-fiction,ketchup,5.0,neutral
pulp-fiction,Going to say what… what is this great movie huge run time but flys by.,4.5,positive
pulp-fiction,when’s my redemption arc with my ex,4.5,neutral
pulp-fiction,Every film-bros wet dream,3.0,neutral
pulp-fiction,It’s sad that Fabienne doesn’t get her blueberry pie,5.0,negative
pulp-fiction,"hate to say it but i get the film bro appeal,",4.0,negative
pulp-fiction,Resta uno dei film più perfetti che abbia mai visto. Dall’inizio alla fine Ne avevo bisogno,,positive
pulp-fiction,Finally I have something in common with a director.,4.0,neutral
pulp-fiction,Assisti novamente após anos e tenho o veredito: superestimado demais!,2.5,neutral
pulp-fiction,"buena película, algo sobrevalorada, me gustan las tomas y planos. es algo lenta y realmente no sucede nada muy impactante, me agrada.",3.0,neutral
pulp-fiction,this felt like a fever dream AND İ MİSS VİNCENT SO BAD,4.0,negative
pulp-fiction,Gimp Greatness,5.0,neutral
pulp-fiction,"my brain couldn’t really process what was going on most of the time… i almost gave up watching this cause it got pretty gory and overwhelming. the only reason i stayed was to watch samuel l jackson shouting motherfucker… i love the chaotic duo (john travolta & samuel l jackson). i lived for their scenes. everything else was just drugs, crime, and chaos. but i love uma thurman. great haircut.",4.0,positive
pulp-fiction,idk i didnt get it,1.5,neutral
pulp-fiction,sam jack and son is smoove operator and can get money and moolah <contain spoiler,5.0,neutral
the-substance,Si quieres verla debes de tener un estómago bastante fuerte porque hay escenas que dan mucho mucho asco. Se nota mucho la crítica hacía la industria sobre las mujeres,3.0,neutral
the-substance,That was a long run time for some pretty surface level social commentating.,2.5,neutral
the-substance,Woah ! C'est quelque chose la quête de popularité 😅⚠️ À ne pas regarder en mangeant ! 🤮Ils ont truc qu'ils étaient dans un Tarantino à la fin 😂,3.0,neutral
the-substance,I hate men,4.0,negative
the-substance,Don't think it's for everyone. But it's good.,3.0,positive
the-substance,writers lost the plot,3.5,neutral
the-substance,"kind of brainless but pretty fun! loved all the scenes of Elizabeth running through the city old and high as fuck. loved every scene with the scummy producer character as well, they are just edited and paced so weirdly, i expect the film to be so funny! I didnt fw how it really takes its sweet time beating every detail to death with subtext, text, narration, flashback, on-screen text, three different angles and a few cuts back and forth for… more",,neutral
the-substance,achei traumatizante mas also iconic,4.0,positive
the-substance,The most viscerally disturbing movie experience I’ve had. And so sad.,4.5,neutral
the-substance,BOOOOOOOM,5.0,neutral
the-substance,"Qué final horrendo. Hasta la muerte de Elizabeth venía bien, aceptable, incluso con la mutación que salió del otro yo. Entendí lo que querían hablar, lo comparto. Pero ese final, en serio?.Una mano que es básicamente una manguera de sangre.",2.5,neutral
the-substance,"I have a love-hate relationship with the final act. I love that it devolves into an exaggerated gore effects fest with enough fake blood to fill a swimming pool but I felt it ejected itself that one step too far where it can't quote make a closing statement to what it had to say. I don't want to diminish this at all though, go in blind and have so much fun this.",3.5,neutral
the-substance,From milf to meatloaf in 90 minutes…,4.5,neutral
the-substance,"Às vezes a gente sente um formigamento no peito enquanto assiste a um filme — uma mistura de fascínio e inquietude, como se o mundo ali dentro conversasse com a nossa alma. Foi exatamente isso que senti com The Substance. Coraline Fargeat me pegou de surpresa: há uma elegância estranha em cada enquadramento, um suspense que mais seduz do que assusta, e uma feminilidade poderosa que se recusa a ser subestimada. O filme caminha numa linha tênue entre o natural… more",3.5,positive
the-substance,"Weird, entertaining, and dramatic",3.0,neutral
the-substance,Não acredito que a Demi Moore não ganhou melhor atriz,5.0,neutral
the-substance,IM SCARED IN SCARED IM SCARED IM SO SCARED,4.5,neutral
the-substance,"gostei mas o final deu uma cagada, parece que foi finalizado no desespero",4.0,neutral
the-substance,Que acabo de ver?!????!!!Un mensaje feminista potente integrado en una historia de ciencia ficción súper bizarra y con una dirección y unas interpretaciones espléndidas. No haber ni siquiera nominado a Margaret Qualley al Oscar debería estar prohibido.,4.0,neutral
the-substance,POURQUOI JE L’AI PAS REGARDÉ AVANT ???masta dinguerie 🫦,4.5,neutral
the-substance,Somehow the worst thing in the movie was that fuckass yellow coat,4.5,negative
the-substance,the way people find the ending funny… I thought it was heartbreaking.,4.5,neutral
the-substance,cool,5.0,positive
the-substance,CONTROL. YOURSELF!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,5.0,neutral
the-substance,she’s a 10 but only every second week.,2.5,neutral
the-substance,Would rather be severed,2.0,neutral
the-substance,"uhm WHAT THE HECK??? it literally questioned my whole existence. what the heck did i just witness?? every scene left me astonished. the plot, the acting, editing skills, EVERYTHING. WOAH. AND IT'S ACTUALLY PRETTY TERRIFYING AND GORY BUT BRUH I PRETTY MUCH LOVE LOVE THE CONCEPT. 100/10.",5.0,neutral
the-substance,"Filme sem pé nem cabeça, no começo parece bom mas depois perde o rumo. Força a ideia de crítica social demais, além de ser nojento. 2h que perdi da minha vida que não voltam mais.",1.0,neutral
the-substance,"Prima ora e mezza 5 stelle, dopo perde un po",4.0,neutral
the-substance,"Yeah lemme just inject some yellow liquid into my veins, what’s the worst that could happen?",2.5,negative
the-truman-show,We watched cinema in a cinema,4.0,neutral
the-truman-show,truman je bolji od mene jer bi ja da san skuzila to sto je on skuzija samo pocela bosti ljude nozevima i olovkama,5.0,neutral
the-truman-show,Peak movie nothing else to say,5.0,neutral
the-truman-show,did they watch him watch porn and jerk off or?,4.0,neutral
the-truman-show,"“Good morning, and in case I don't see ya, good afternoon, good evening, and good night!”",,positive
the-truman-show,It was good but Jim Carey has a darkness within him i can’t forgive,2.5,positive
the-truman-show,"No se porque cada vez que me acuerdo de esta pelicula me acuerdo de forest gump por alguna razón?? la premisa de esta pelicula es sencillamente increíble, es decir, imagínense que su vida es feliz pero todo es una fregada mentira, la verdad me pregunto que haría yo en esa situación",4.5,neutral
the-truman-show,we naturally gravitate to our truths.,4.0,neutral
the-truman-show,Wow.,4.5,neutral
the-truman-show,imagine if your life had been filmed live since you were in the womb 💀,4.5,neutral
the-truman-show,I think this film problably has more relevance now rather than when it was made due to the increase in content made and the demand for more and more extreme and elaborte entertainmerent. the concumerism in this also seems to alighn more with the world of today with content creators taking on sponsors similar to the showthe show almost does happen with subathons on twitch and pepole documenting more and more of their lives to be seen by strangers… more,4.0,positive
the-truman-show,"Fui pego de surpresa por esse filme. Todo seu gradual desenvolvimento acompanhando as descobertas de Truman sobre a farsa que sua vida é, acaba sendo tão impactante quanto saber que estão usando a vida dele como puro entretenimento, inclusive, forçando um trauma em sua infância para impedir que eventualmente descubra a verdade.Definitivamente mais uma das várias obras-primas no currículo do Jim Carrey.",4.5,neutral
the-truman-show,"Fui pego de surpresa por esse filme. Todo seu gradual desenvolvimento acompanhando as descobertas de Truman sobre a farsa que sua vida é, acaba sendo tão impactante quanto saber que estão usando a vida dele como puro entretenimento, inclusive, forçando um trauma em sua infância para impedir que eventualmente descubra a verdade.Definitivamente mais uma das várias obras-primas no currículo do Jim Carrey.",4.5,neutral
the-truman-show,só vi o final dele depois de 3 semanas após assistir mas valeu a pena,5.0,neutral
the-truman-show,"très très bon film, comment j’ai pu passer à côté de ce classique pendant si longtemps ????? j’aime pas trop les fins ou on sait pas trop ce qu’il se passe mais WAW bravo",4.0,neutral
the-truman-show,c’est comme l’allégorie de la caverne mais inversée 🤓☝️,5.0,neutral
the-truman-show,Y si vivo en el mundo de truman,3.0,neutral
the-truman-show,imagine u started watching the show and you’re years behind 💀💀,3.5,negative
the-truman-show,"a slow burn descent into televised madness, watching this feels like waking up mid-dissociation",5.0,negative
the-truman-show,absolute cinema.,5.0,neutral
the-truman-show,"It’s a classic for a reason, not much I can say about it LOL",4.5,positive
the-truman-show,When you start questioning your life.,4.5,neutral
the-truman-show,imagine waking up one day and realizing your whole life’s fake?? like everyone’s just acting??? insane.made me think for DAYYSSSS,5.0,neutral
the-truman-show,Generational movie,4.5,neutral
the-truman-show,on en fait plus des films comme ca par contre je vois pas le lien avec Sonic,4.0,neutral
the-truman-show,This is so good but at the same time it makes me sick to my stomach,4.0,neutral
the-truman-show,i think i just watched the best movie i’ll ever see,5.0,positive
the-truman-show,"you’re the man, jim carrey",5.0,neutral
the-truman-show,j’ai trop kiffé omg,4.0,neutral
the-truman-show,master piece,5.0,neutral
joker-2019,great representation of how first day of period feels like,2.0,positive
joker-2019,Not my type,2.0,neutral
joker-2019,he got a point tho,4.0,neutral
joker-2019,KILL THE RICH,4.5,positive
joker-2019,"absoluto divo icônico, que atuação, que roteiro mds eu quase gozei assistindo de tao bom",5.0,neutral
joker-2019,Capolavoro,5.0,neutral
joker-2019,giggled,4.0,neutral
joker-2019,Thought this movie was about Persona but I still liked it,3.5,positive
joker-2019,MEISTERWERK!!!!,5.0,neutral
joker-2019,Voto: 8.75,4.0,neutral
joker-2019,Pas le meilleure joker mais merci pour les travaux,4.0,neutral
joker-2019,I cried to this absolute cinema,5.0,neutral
joker-2019,"On suit la création du personnage de Joker. Une analyse psychologique d'un homme frappé par des évènements qui leur conduiront à la délinquance. Point fort : à certains moments, tout se passe très vite, beaucoup d'action, entraînants",4.0,neutral
joker-2019,"Esse trama, genuinamente prende sua atenção. Muitos não gostaram do filme, mas eu considero uma realidade mostrada. O filme em si relata muito bem como seria a verdade caso houvesse de fato um Coringa. Um personagem com problemas mentais, que não é aceito por ninguém, julgado por todos. As pessoas muitas vezes enlouquecem com um tipo de realidade de vida, e muitos de nós não fazemos nem ideia de um terço de como é estar no lugar dessa pessoa. Só… more",4.0,positive
joker-2019,"Une pure merveille ce film. J’ai adoré. Joaquin Phœnix joue tellement bien, c’est la personne parfait pour ce rôle L’histoire est ouf.Personnellement c’est le meilleur film Joker qui existe Rien a redire",5.0,positive
joker-2019,"qria q ele fosse real e morasse em cosmopolis comigo, coringa eu te conserto",5.0,neutral
joker-2019,Jaoquin Phoenix plays himself and does a good job,3.0,positive
joker-2019,Not actually very deep kinda just trauma porn of which I am not generally a fan,2.5,neutral
joker-2019,Need him,5.0,neutral
joker-2019,I love this kind of villian,3.5,positive
joker-2019,Déçu,2.5,neutral
joker-2019,"A man ignored by society, pushed to the edge — where pain turns into chaos and laughter hides the cracks beneath",4.0,neutral
joker-2019,Vivimos,4.0,neutral
joker-2019,Imaginen que la 2 no existe.,4.0,neutral
joker-2019,"sobre o 1 e 2gostei por ser um filme de drama e ser a ""construção"" do personagem (totalmente diferente da construção verdadeira dele) e o segundo filme foi uma perca de tempo eu ter assistido",3.5,neutral
joker-2019,I enjoy my life a little more after this movie.,3.5,positive
joker-2019,the ending was not great,3.0,negative
joker-2019,King of comedy + taxi driver + incel + famous and beloved character - all comic personality and aura = Joker 2019,1.0,positive
joker-2019,E US PAIAZO,3.0,neutral
joker-2019,Hollywood wants me to be radicalized,5.0,neutral
dune-2021,unexpectedly good even though its not my taste,4.5,positive
dune-2021,"Might rewatch it one day, I think it can get a better grading than this",3.0,positive
dune-2021,Quirked up white boy takes his first steps into becoming a dictator,4.0,positive
dune-2021,Un adattamento quasi perfetto che però inizia ad ingranare realmente solo verso la fine,3.0,positive
dune-2021,"Acho que o propósito desse foi mais preparar o terreno pro segundo filme, meio que nada realmente acontece, mas foi legalzinho de assistir, mesmo que ficção não seja meu gênero favorito.",4.0,neutral
dune-2021,Des images magnifiques (en même temps c'est du Villeneuve),4.0,neutral
dune-2021,Pas tellement accroché,3.0,neutral
dune-2021,"movie was good but Dune Part 2 was a lot better to me, this one wasn't as interesting",3.5,positive
dune-2021,Wir wollen doch den UHD Blu Ray fond nicht trocken legen.,4.5,neutral
dune-2021,ok?? idk it was cool?? but i just dgaf about this kind of movies,3.0,positive
dune-2021,"Always felt like I’d prefer this on rewatch. I don’t really see what all the complaints are about it being too slow, like obviously it’s going to have a lot of character and world building in it, first film of a sci fi trilogy. There is still plenty of great set pieces, a decent character arc for Paul and an interesting narrative even without the setup stuff I don’t get why people would complain about this.That being said I… more",4.0,positive
dune-2021,Gag city,4.0,neutral
dune-2021,How can I take Oscar Isaac’s death scene seriously when he’s looking at me like that..,5.0,negative
dune-2021,Nu wil ik het boek lezen,4.5,neutral
dune-2021,Trop looong sa mère mais cool,2.5,positive
dune-2021,Peut être ruiné parceque je l'ai vu dans l'avion et que la comédie romantique de la dame de devant avait l'air franchement sympa.,3.0,neutral
dune-2021,Ta bien,3.5,neutral
dune-2021,La esperaba mucho mejor,3.0,neutral
dune-2021,"Obra maestra, el director de imagen hizo el trabajo de su vida, el director de audio hizo el trabajo de su vida y el maldito soundtrack es hermoso. Todo pasa algo ""rápido"" del tercer acto en adelante pero había que resumir mucho en 2 horas y media.",3.5,neutral
dune-2021,Un bon film mais une histoire confuse j’ai du faire bcp de recherche pour comprendre l’histoire car il y a des détails qui ne sont pas expliqués. Il faut s’accrocher sinon on comprend rien.Cependant un très bon rattrapage sur la partie 2 qui est excellente Ps : Zendaya nous a tous niqué,3.0,neutral
dune-2021,La introducción a un nuevo mundo,4.5,neutral
dune-2021,"Very good, just so incredibly long.",4.0,positive
dune-2021,"Great for lovers of the book, confusing for new entrants into the world",4.0,positive
dune-2021,This film has the most beautiful cinematography and background score in this decade and still has managed to bore the fuck out of me.,2.5,positive
dune-2021,Úžasný výtvor od mého oblíbeného režiséra.Skvělé efekty a příběh.Obsazení je sympatické a hodí se mi tam.Minusový bod za tenhle film pro něho může být délka filmu.Částmi není akční (což chápu a rozvinutí skvělého příběhu) :)Velmi doporučuji,4.5,positive
dune-2021,Great to finally see some bald and schizophrenic representation Sound mixing sucked,3.5,positive
dune-2021,yks bittigine gore ufaktan baslayalim(benim gec kalmislik,4.5,neutral
dune-2021,oscar isaac is not coming back huh,4.0,neutral
dune-2021,"Jason Mamo, Josh brolin hell yeah",4.0,neutral
dune-2021,So beautiful the way everything looks the shots all of this movie looks like art the sounds the technology the outfits the music i love this this is bigger than life this is a big event star wars type of movie yet it is better. Every single second in this is beautiful not a single second wasted or filler ilove the peformances here it is so good i love how paul is this skinny know it all kid who wants… more,4.0,positive
get-out-2017,Final poético.,4.5,neutral
get-out-2017,trust who,4.5,neutral
get-out-2017,"Por cosas como estas es que la gente tiene problemas de confianza, Y LA ACTUACION DE DANIEL DIOOOOOOS, esta pelicula es sencillamente increíble",4.5,neutral
get-out-2017,"most satisfying horror movie I have seen. so refreshing to watch a main character who knows does what needs to be done, no fluffing around !!",4.0,positive
get-out-2017,soooo good,5.0,positive
get-out-2017,get out of my head!,4.0,neutral
get-out-2017,بتابعه مره ثانيه,3.0,neutral
get-out-2017,Jordan Peele is really awesome,4.5,positive
get-out-2017,i am scared of white people,3.5,neutral
get-out-2017,Pratique l’hypnose de vrai ça m’a donné envie d’essayer,3.0,neutral
get-out-2017,"vadias chamam na minha dm eu sou negro e assisti corra, assumo somente pretas mano eu n fodo com brancas",5.0,neutral
get-out-2017,non ma esperaba,3.5,neutral
get-out-2017,you'll stay away from fetishizers,4.5,neutral
get-out-2017,"Genuinely freaked the fuck out of me, very suspenseful movie and also hilarious at points. Solid watch all around",4.0,neutral
get-out-2017,Nunca vá na casa da sua namorada branca,5.0,neutral
get-out-2017,"yes, but kinda saw the twist coming",4.5,neutral
get-out-2017,Great movie!,4.5,positive
get-out-2017,"Słuchając opinii, że film jest ciekawą satyrą na rasizm, jakimś nowym spojrzeniem itd. byłem przekonany, że film pokaże rasizm czarnych wobec białych.",5.0,neutral
get-out-2017,rod was the best character,4.5,positive
get-out-2017,"I watched the movie Get Out, and I thought it was very interesting and made me feel many things. At first, everything looked normal, but little by little, things started to feel strange and scary. I liked the ending the most. Chris was strong and clever and I was so happy to see him get away.",5.0,positive
get-out-2017,Le moment où le monsieur court vers lui dans la nuit est plus FLIPPANT que tous les films d’horreur que j’ai pu voir.,4.0,positive
get-out-2017,J’ai eu peur sah… mais l’intrigue est excellente,4.0,neutral
get-out-2017,"Filme com um bom plot twist, porém que poderia ser mais desenvolvido durante a trama",3.5,neutral
get-out-2017,Jordan Peele fully has a friend who works for the TSA!,5.0,neutral
get-out-2017,"this was such a good film, gave m night shyamalan vibes which i love",5.0,positive
get-out-2017,The dainty white girl of your dreams is a lie,4.0,positive
get-out-2017,comment je me sens à chaque fois que ma pote blanche de la campagne m’invite voir sa famille,5.0,neutral
get-out-2017,"FUCK YESPLOT JEST MEGA, oglądałam to z 4 razy, a i tak zawsze jest tak zajesbisty jak za pierwszym.Idealne połączenie horroru, ale nie takiego paranormalnego tylko takiego trzymającego w napięciu i thrillera 🔥🔥🔥🔥🔥🔥",5.0,negative
get-out-2017,What a nice family!I hope they are not racist😀😀,4.0,positive
get-out-2017,ts is fire 🔥,4.0,neutral
spider-man-into-the-spider-verse,eles teriam que fazer mt merda no roteiro pra um filme com um homem aranha negao e a animação tao foda conseguir ser ruimnao foi o caso. MT FODA,5.0,neutral
spider-man-into-the-spider-verse,"Le premier Spiderman que j’ai vu de toute ma vie ( je sais c’est grave la honte de pas avoir regardé les autres avant…) mais je l’aime trop ! L’animation est vraiment incroyable, la DA des personnages et le mixtes entre animation et dessin animé c’est vraiment stylé !",4.0,neutral
spider-man-into-the-spider-verse,esse aqui é bem melhor do que eu esperava!!o que meu homem me pede pra ver sorrindo que eu não faço chorando,4.0,neutral
spider-man-into-the-spider-verse,Que hermosa animaciooonnn,5.0,neutral
spider-man-into-the-spider-verse,"""When will I know if I'm ready?""""You don't.""Hardest quote, EVER.",5.0,neutral
spider-man-into-the-spider-verse,J'ai passé un bon moment devant le film + super animation,3.0,positive
spider-man-into-the-spider-verse,"Dette er barndom på sitt høyeste, alle er karakterer er kule, bortsett fra kingpin han må på actic",5.0,neutral
spider-man-into-the-spider-verse,miles morales i love you so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so so much,5.0,positive
spider-man-into-the-spider-verse,SOOO hayat ihr wisst nicht,5.0,neutral
spider-man-into-the-spider-verse,PIKA,5.0,neutral
spider-man-into-the-spider-verse,Did Arcane find its animation inspiration from this? Gorgeous.,4.5,positive
spider-man-into-the-spider-verse,"""gotta go hard, i ain't got time to waste,i gotta go high, i gotta elevate.""had to do a rewatch after reading the art book. a literal elevation of the medium and redefined the genre for years to come. legendary visuals, music, storytelling, and hero.",5.0,positive
spider-man-into-the-spider-verse,"""gotta go hard, i ain't got time to waste,i gotta go high, i gotta elevate.""had to do a rewatch after reading the art book. a literal elevation of the medium and redefined the genre for years to come. legendary visuals, music, storytelling, and hero.",5.0,positive
spider-man-into-the-spider-verse,"it gets better every time I watch it, defo my comfort movie",5.0,positive
spider-man-into-the-spider-verse,"Uma das animações americanas mais originais e lindas já feitas! Eu queria esquecer e vê-lo de novo. A montagem da transformação do Miles com a música What's Up Danger tocando no máximo. Cara, o aranha negão é foda!!! ele é único, carismático e tem identidade, diferente de tudo o que a gente já viu. A animação é animal de boa, misturando vários estilos como quadrinhos, anime, cartoon, noir... Asurdo! a trilha nem se fala, é a linguagem do filme. Não tem jeito é um dos melhores do teioso",5.0,neutral
spider-man-into-the-spider-verse,"""You got a problem with cartoons?""",4.5,neutral
spider-man-into-the-spider-verse,holy peak.,5.0,neutral
spider-man-into-the-spider-verse,Putain quelle régalade !!!,4.5,neutral
spider-man-into-the-spider-verse,I LOVE GWEN SM 🩷,5.0,positive
spider-man-into-the-spider-verse,"yes, it is that great. (I will forever be a Spider-Man glazer)",5.0,positive
spider-man-into-the-spider-verse,Probably the best spider-man media out there,5.0,positive
spider-man-into-the-spider-verse,"sentí cositas, pero no sé si eran arañas, mariposas, o ganas de borrarme la memoria para volverla a ver cómo la primera vez",5.0,neutral
spider-man-into-the-spider-verse,Fun to watch with my brothet,3.0,positive
spider-man-into-the-spider-verse,give me the part 2. NOW.,5.0,neutral
spider-man-into-the-spider-verse,Can't critic perfection,5.0,neutral
spider-man-into-the-spider-verse,Hell yea,5.0,neutral
spider-man-into-the-spider-verse,"Like, what’s up, danger?",4.5,neutral
spider-man-into-the-spider-verse,"La mejor película animada de todos los tempos, punto.",5.0,neutral
spider-man-into-the-spider-verse,Hell yeah,5.0,neutral
spider-man-into-the-spider-verse,very nice,5.0,positive
eternal-sunshine-of-the-spotless-mind,it's amazing..........,5.0,positive
eternal-sunshine-of-the-spotless-mind,"i don't like me anymore, i dislike myself when i'm with him.:(",5.0,negative
eternal-sunshine-of-the-spotless-mind,fuck. ass. movie.,5.0,negative
eternal-sunshine-of-the-spotless-mind,Someone needs to erase this movie from my brain,5.0,neutral
eternal-sunshine-of-the-spotless-mind,He just like me fr😭😭😭😭😭❤️,,neutral
eternal-sunshine-of-the-spotless-mind,I just love this impulsive girl,4.5,positive
eternal-sunshine-of-the-spotless-mind,"Esse filme me fez questionar sobre as vezes eu falar que queria apagar certos momentos e pessoas da minha mente, acho que não vale a pena, somos o que somos graças aos momentos bons ou ruins.",5.0,neutral
eternal-sunshine-of-the-spotless-mind,"You think you've gotten ahead of this one and then you try to remember the good and the bad memories and they come back fingerprinted and smudged. I've seen this regarded as a young person's movie and the lack of emotional maturity in the characters is indicative of that, but it's probably an old person's movie too because eventually those moments you were really happy come back and you can't see all the faces.",5.0,neutral
eternal-sunshine-of-the-spotless-mind,as a psych student i was very distracted by the ethics violations,4.0,neutral
eternal-sunshine-of-the-spotless-mind,hirap tlga maging impulsive e.,5.0,neutral
eternal-sunshine-of-the-spotless-mind,"esse filme eh tão lindo, mostra que mesmo os apesares e depois dos dois terem apagado a memória, eles se apaixonaram dnv e realmente se amavam",5.0,neutral
eternal-sunshine-of-the-spotless-mind,eu amo eu amo eu amo você clementine,5.0,neutral
eternal-sunshine-of-the-spotless-mind,Ariana I feel you,4.0,neutral
eternal-sunshine-of-the-spotless-mind,degah was 🫩😭😭😭😭😭,4.5,neutral
eternal-sunshine-of-the-spotless-mind,Vou precisar de terapia,5.0,neutral
eternal-sunshine-of-the-spotless-mind,Good movie,4.5,positive
eternal-sunshine-of-the-spotless-mind,"Love can be fucked up. Best case scenario if everything works out well, death does y’all part. And most relationships aren’t best case scenario. Even people in amazing relationships hurt each other. And most relationships end. And that hurts like a motherfucker. But you grow. We’re shaped by the people in our lives. The worst most destructive person you will ever meet shapes how you greet the world, even if only to watch out for people like that. Based on… more",5.0,positive
eternal-sunshine-of-the-spotless-mind,وأنت تبدأ تضحك معهم زي,5.0,neutral
eternal-sunshine-of-the-spotless-mind,:(,3.5,negative
eternal-sunshine-of-the-spotless-mind,"Il Cinema Ritrovato Bologna ‘25, 11th.",4.5,neutral
eternal-sunshine-of-the-spotless-mind,such a beautiful messy film,5.0,positive
eternal-sunshine-of-the-spotless-mind,ooo que ganas de sacarle la chucha a frodo. i'm just a fucked up girl who's looking for my own piece of mind.,3.5,neutral
eternal-sunshine-of-the-spotless-mind,i wish i had stayed,5.0,neutral
eternal-sunshine-of-the-spotless-mind,"sad but sweet, like wishing to forget someone you actually loved too much. like that one taylor swift song, ooh i actually forget the lyrics! i edited this review once i remembered",5.0,neutral
eternal-sunshine-of-the-spotless-mind,"used to identify with this a lot more when i was 17need to watch it again once i am 30something, just to check",,positive
eternal-sunshine-of-the-spotless-mind,No notes. Incredible.,5.0,positive
eternal-sunshine-of-the-spotless-mind,"Filme de Terror pra homem, angustiante, te prende e com certeza te lembra de um relacionamento ruim, ou pior de um relacionamento bom que por algum motivo não deu certo",5.0,neutral
eternal-sunshine-of-the-spotless-mind,l swear l couldn’t stop cursing Patrick throughout the movie,5.0,neutral
eternal-sunshine-of-the-spotless-mind,DOR.....APENAS DOR....,5.0,neutral
eternal-sunshine-of-the-spotless-mind,Hamuru güzel ama yoguran yetenekli degil,2.0,neutral
midsommar,"pretty, good plot",3.5,positive
midsommar,who says white people don’t have culture??,4.5,neutral
midsommar,ça donne tellement envie d'aller passer ces vacances en Suède !,4.0,neutral
midsommar,One of the best ever ever ever ever I can’t even describe I’m not even remotely qualified to comment on why this is as good as it is but it just is !!!!,5.0,positive
midsommar,No se ni por donde empezar,0.5,neutral
midsommar,Ça m’a trauma un peu mais j’ai passé un bon moment😈(jveux plus jamais le revoir),4.0,neutral
midsommar,"Watched this my mom, had skip a couple scenes at the end, we started praying during some spooky chants.Jesus man 👊",5.0,neutral
midsommar,Florence Pughs frown,4.0,neutral
midsommar,This movie made me disturbed a lot.,2.5,neutral
midsommar,"Q porra é essa manoMais um filme clássico do Ari aster. Um filme estranho, e desconfortável q se carrega muito na atmosfera que é muito bem construída. Agora esse filme eu sinto q foi bem arrastado mesmoA atmosfera é muito boa, mas demora muito pra realmente acontecer algo. E o filme é bem entediante em quanto isso. Mas em troca disso temos personagens muito realistas. As conversas são super reais, e as situações no começo também. O Ari… more",4.0,positive
midsommar,"A great example of a metamodern narrative in my opinion. It pokes at a lot of themes, especially the “colonial” gaze, but flips it around through the presence of a Black scholar in this hyper-white Swedish almost Aryan context. The ending song, The Sun Ain’t Gonna Shine Anymore, felt really fitting. Especially when you think about the timing of the equinox and how after Midsommar the nights start getting longer. That sweet melancholy with the smile on her face worked so… more",4.5,positive
midsommar,"Just watched Midsommar — honest rating: 7 out of 10.I’ve seen this movie before, and even though it’s really weird and gory, I still enjoyed it. The story is what really keeps you hooked — you just want to find out what happens next. Plus, it stars Florence Pugh, who is an amazing actress in her own right.The plot goes like this: A group of friends travel to Sweden to study a summer festival that only takes place… more",4.0,neutral
midsommar,Beautifully made movie. Did not feel like 2.5hour movie weird and entertaining,3.0,positive
midsommar,"Al secondo film, Ari Aster scombina già le carte della propria (presunta?) autorialità, tornando su alcuni temi/stilemi, introducendone di nuovi, facendone emergere con maggior chiarezza altri. Cercando di andare con ordine, ma non è semplice, iniziamo col dire che, al pari di Hereditary, Midsommar si presenta sotto le mentite (?) spoglie di un normale film drammatico. Non più incentrato sulla famiglia (rapporto madre figlio, ereditarietà delle colpe genitoriali) ma, nello specifico, sull’elaborazione del lutto e sul rapporto di coppia tra… more",4.0,positive
midsommar,Non amo gli horror ma questo ha il mio cuore,5.0,neutral
midsommar,yo this shiz crazy!,4.0,negative
midsommar,"Es un oso :DEs un oso D:Voy a verme un video de algun buen hombre, seguramente de ascendencia sudamericana, a que me explique que acabo de ver.He acabado borracho",3.5,neutral
midsommar,"just rewatched it again today,its still disturbing as ever",3.5,negative
midsommar,C’est pour ça faut pas boire du Ciao Kombuchia,3.0,neutral
midsommar,My favourite horror film,4.5,neutral
midsommar,Le film le plus flippant que j’ai vu… mais l’image est belle !,3.5,positive
midsommar,First twenty minutes and I’m wrecked. Nobody warned me about the suicide cliff dive.,4.5,positive
midsommar,depressed after this fucking movie,3.0,negative
midsommar,WHATTTTT,4.0,neutral
midsommar,wtf,3.5,negative
midsommar,Christian is such a piece of shit.,4.5,neutral
midsommar,?,2.0,neutral
